part_number,spec_application,supplystatus_sort,capacitance_sort[pF],rvol,rvol_ac_list,opetemp-max,tcc,LWSize_mm_inch,size_thickness_max,tolerance,Type,caution,file_information,,
GRM0225C1H2R9CA03,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0335C1H2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,C0G,0603M/0201,0.33,±0.1pF,High-Q,derating1,[n],[s],[t]
GRM0335C1H2R9BA01,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GCQ1555C1H2R9CB01,AIC|APS|MeI,In Production,2.9,50,-,125,C0G,1005M/0402,0.55,±0.25pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM0335C2A2R9WA01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,C0G,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0225C2A2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0225C2A2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335C2A2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GJM0335C2A2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,C0G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GRM0335C2A2R9CA01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,C0G,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0335C2A2R9CB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GRM0335C2A2R9BA01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GQM0335C2D2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,125,C0G,0603M/0201,0.33,±0.05pF,High Frequency,,[n],[s],[t]
GQM0335C2D2R9CB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,125,C0G,0603M/0201,0.33,±0.25pF,High Frequency,,[n],[s],[t]
GQM1555C2D2R9CB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,125,C0G,1005M/0402,0.55,±0.25pF,High Frequency,,[n],[s],[t]
GQM0335C2D2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,125,C0G,0603M/0201,0.33,±0.1pF,High Frequency,,[n],[s],[t]
GQM1555C2D2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,125,C0G,1005M/0402,0.55,±0.1pF,High Frequency,,[n],[s],[t]
GQM1555C2D2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,125,C0G,1005M/0402,0.55,±0.05pF,High Frequency,,[n],[s],[t]
GRM0223C1C2R9CA03,CE|IE|AIC|MeI|ME,In Production,2.9,16,-,125,CJ,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0223C1C2R9BA03,CE|IE|AIC|MeI|ME,In Production,2.9,16,-,125,CJ,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0223C1C2R9WA03,CE|IE|AIC|MeI|ME,In Production,2.9,16,-,125,CJ,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0223C1E2R9CA03,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,125,CJ,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0223C1E2R9BA03,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,125,CJ,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0333C1E2R9CA01,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,125,CJ,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0333C1E2R9WA01,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,125,CJ,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0223C1E2R9WA03,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,125,CJ,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0333C1E2R9BA01,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,125,CJ,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0223C1H2R9BA03,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,CJ,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0333C1H2R9CA01,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,CJ,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0333C1H2R9WA01,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,CJ,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0223C1H2R9CA03,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,CJ,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0333C1H2R9BA01,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,CJ,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0223C1H2R9WA03,CE|IE|AIC|MeI|ME,In Production,2.9,50,-,125,CJ,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0333C2A2R9BA01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,CJ,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0333C2A2R9WA01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,CJ,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0333C2A2R9CA01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,125,CJ,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0225G1E2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,150,X8G,0402M/01005,0.22,±0.05pF,High-Q,derating1,[n],[s],[t]
GJM0225G1E2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,150,X8G,0402M/01005,0.22,±0.1pF,High-Q,derating1,[n],[s],[t]
GJM0225G1E2R9CB01,CE|IE|AIC|MeI|ME,In Production,2.9,25,-,150,X8G,0402M/01005,0.22,±0.25pF,High-Q,derating1,[n],[s],[t]
GJM0335G2A2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,150,X8G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GJM0225G2A2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,150,X8G,0402M/01005,0.22,±0.05pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0225G2A2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,150,X8G,0402M/01005,0.22,±0.1pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335G2A2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,150,X8G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GJM0335G2A2R9CB01,CE|IE|AIC|MeI|ME,In Production,2.9,100,-,150,X8G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GQM0335G2D2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,150,X8G,0603M/0201,0.33,±0.1pF,High Frequency,,[n],[s],[t]
GQM1555G2D2R9BB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,150,X8G,1005M/0402,0.55,±0.1pF,High Frequency,,[n],[s],[t]
GQM0335G2D2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,150,X8G,0603M/0201,0.33,±0.05pF,High Frequency,,[n],[s],[t]
GQM1555G2D2R9WB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,150,X8G,1005M/0402,0.55,±0.05pF,High Frequency,,[n],[s],[t]
GQM1555G2D2R9CB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,150,X8G,1005M/0402,0.55,±0.25pF,High Frequency,,[n],[s],[t]
GQM0335G2D2R9CB01,CE|IE|AIC|MeI|ME,In Production,2.9,200,-,150,X8G,0603M/0201,0.33,±0.25pF,High Frequency,,[n],[s],[t]
GRM0225C1C2R8BA03,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0115C1C2R8BE01,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0201M/008004,0.138,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0225C1C2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,,[n],[s],[t]
GRM0115C1C2R8WE01,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0201M/008004,0.138,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0115C1C2R8CE01,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0201M/008004,0.138,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0225C1C2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0402M/01005,0.22,±0.25pF,High-Q,,[n],[s],[t]
GJM0225C1C2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,,[n],[s],[t]
GRM0225C1C2R8WA03,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0225C1C2R8CA03,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0225C1E2R8CA03,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0335C1E2R8BA01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0335C1E2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GJM0225C1E2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0402M/01005,0.22,±0.25pF,High-Q,,[n],[s],[t]
GJM0335C1E2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GJM0335C1E2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GRM0115C1E2R8BE01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0201M/008004,0.138,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0225C1E2R8BA03,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0335C1E2R8WA01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0115C1E2R8WE01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0201M/008004,0.138,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0225C1E2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,,[n],[s],[t]
GRM0225C1E2R8WA03,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0225C1E2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,,[n],[s],[t]
GRM0115C1E2R8CE01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0201M/008004,0.138,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0335C1E2R8CA01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,C0G,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0335C1H2R8CA01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GCQ0335C1H2R8BB01,AIC|APS|MeI,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.1pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM0335C1H2R8WA01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0225C1H2R8CA03,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GJM1555C1H2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,1005M/0402,0.55,±0.25pF,High-Q,,[n],[s],[t]
GRM0225C1H2R8WA03,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0335C1H2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,derating1,[n],[s],[t]
GRM0335C1H2R8BA01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GCQ1555C1H2R8WB01,AIC|APS|MeI,In Production,2.8,50,-,125,C0G,1005M/0402,0.55,±0.05pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCQ1555C1H2R8BB01,AIC|APS|MeI,In Production,2.8,50,-,125,C0G,1005M/0402,0.55,±0.1pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM0225C1H2R8BA03,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GCQ1555C1H2R8CB01,AIC|APS|MeI,In Production,2.8,50,-,125,C0G,1005M/0402,0.55,±0.25pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GJM1555C1H2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,1005M/0402,0.55,±0.05pF,High-Q,,[n],[s],[t]
GCQ0335C1H2R8WB01,AIC|APS|MeI,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.05pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GJM1555C1H2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,1005M/0402,0.55,±0.1pF,High-Q,,[n],[s],[t]
GCQ0335C1H2R8CB01,AIC|APS|MeI,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.25pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GJM0335C1H2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.1pF,High-Q,derating1,[n],[s],[t]
GJM0335C1H2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,derating1,[n],[s],[t]
GJM0225C2A2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335C2A2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GRM0335C2A2R8CA01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,C0G,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0335C2A2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GRM0335C2A2R8BA01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0335C2A2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,C0G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GJM0225C2A2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,moisture-proof required,[n],[s],[t]
GRM0335C2A2R8WA01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,C0G,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GQM1555C2D2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,125,C0G,1005M/0402,0.55,±0.1pF,High Frequency,,[n],[s],[t]
GQM0335C2D2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,125,C0G,0603M/0201,0.33,±0.25pF,High Frequency,,[n],[s],[t]
GQM0335C2D2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,125,C0G,0603M/0201,0.33,±0.05pF,High Frequency,,[n],[s],[t]
GQM0335C2D2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,125,C0G,0603M/0201,0.33,±0.1pF,High Frequency,,[n],[s],[t]
GQM1555C2D2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,125,C0G,1005M/0402,0.55,±0.25pF,High Frequency,,[n],[s],[t]
GQM1555C2D2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,125,C0G,1005M/0402,0.55,±0.05pF,High Frequency,,[n],[s],[t]
GRM0223C1C2R8WA03,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,CJ,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0223C1C2R8BA03,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,CJ,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0223C1C2R8CA03,CE|IE|AIC|MeI|ME,In Production,2.8,16,-,125,CJ,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0333C1E2R8WA01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,CJ,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0223C1E2R8WA03,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,CJ,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0333C1E2R8BA01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,CJ,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0333C1E2R8CA01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,CJ,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0223C1E2R8CA03,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,CJ,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0223C1E2R8BA03,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,125,CJ,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0223C1H2R8CA03,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,CJ,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0333C1H2R8CA01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,CJ,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0223C1H2R8WA03,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,CJ,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0333C1H2R8WA01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,CJ,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0333C1H2R8BA01,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,CJ,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0223C1H2R8BA03,CE|IE|AIC|MeI|ME,In Production,2.8,50,-,125,CJ,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0333C2A2R8WA01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,CJ,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0333C2A2R8BA01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,CJ,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0333C2A2R8CA01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,125,CJ,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0225G1E2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,150,X8G,0402M/01005,0.22,±0.05pF,High-Q,derating1,[n],[s],[t]
GJM0225G1E2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,150,X8G,0402M/01005,0.22,±0.1pF,High-Q,derating1,[n],[s],[t]
GJM0225G1E2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,25,-,150,X8G,0402M/01005,0.22,±0.25pF,High-Q,derating1,[n],[s],[t]
GJM0225G2A2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,150,X8G,0402M/01005,0.22,±0.1pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335G2A2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,150,X8G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GJM0335G2A2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,150,X8G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GJM0335G2A2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,150,X8G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GJM0225G2A2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,100,-,150,X8G,0402M/01005,0.22,±0.05pF,High-Q,moisture-proof required,[n],[s],[t]
GQM1555G2D2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,150,X8G,1005M/0402,0.55,±0.25pF,High Frequency,,[n],[s],[t]
GQM0335G2D2R8CB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,150,X8G,0603M/0201,0.33,±0.25pF,High Frequency,,[n],[s],[t]
GQM0335G2D2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,150,X8G,0603M/0201,0.33,±0.05pF,High Frequency,,[n],[s],[t]
GQM1555G2D2R8WB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,150,X8G,1005M/0402,0.55,±0.05pF,High Frequency,,[n],[s],[t]
GQM1555G2D2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,150,X8G,1005M/0402,0.55,±0.1pF,High Frequency,,[n],[s],[t]
GQM0335G2D2R8BB01,CE|IE|AIC|MeI|ME,In Production,2.8,200,-,150,X8G,0603M/0201,0.33,±0.1pF,High Frequency,,[n],[s],[t]
GRM0115C1C2R7CE01,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0201M/008004,0.138,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0225C1C2R7WB01,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,,[n],[s],[t]
GRM0225C1C2R7BA03,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0225C1C2R7CA03,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0115C1C2R7BE01,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0201M/008004,0.138,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0115C1C2R7WE01,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0201M/008004,0.138,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0225C1C2R7CB01,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0402M/01005,0.22,±0.25pF,High-Q,,[n],[s],[t]
GRM0225C1C2R7WA03,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0225C1C2R7BB01,CE|IE|AIC|MeI|ME,In Production,2.7,16,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,,[n],[s],[t]
GRM0115C1E2R7CE01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0201M/008004,0.138,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0225C1E2R7CA03,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0225C1E2R7BB01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,,[n],[s],[t]
GRM0335C1E2R7WA01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0335C1E2R7BA01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0115C1E2R7WE01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0201M/008004,0.138,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0225C1E2R7BA03,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0335C1E2R7CA01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0335C1E2R7WB01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GRM0115C1E2R7BE01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0201M/008004,0.138,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0225C1E2R7CB01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0402M/01005,0.22,±0.25pF,High-Q,,[n],[s],[t]
GJM0225C1E2R7WB01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,,[n],[s],[t]
GCM0335C1E2R7CA16,AIC|APS|MeI,In Production,2.7,25,-,125,C0G,0603M/0201,0.33,±0.25pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GJM0335C1E2R7CB01,CE|IE|AIC|MeI|ME,In Production,2.7,25,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
