Manufacturer,MfrPartName,TChar,Capacitance,VoltageRatedDC,Volume,Package,C_Cv,V_Cv,C0,Cr,Vr,Cr_n,Er,Ce,EnergyDensity
TDK,CGA4J3X7R1V474K125AB Equiv. C2012X7R1V474K for Auto,X7R,470nF,35,3.63E-09,805,[4.88535e-07 4.81232e-07 4.82719e-07 4.85437e-07 4.87135e-07 4.86399e-07 4.83436e-07 4.77822e-07 4.67996e-07 4.53593e-07 4.32228e-07 3.98058e-07 3.0589e-07 2.2437e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25 35],4.89E-07,2.24E-07,35,0.459271086,0.000198949,3.25E-07,54882.60416
TDK,CGA4J3X7R1V474M125AB Equiv. C2012X7R1V474M for Auto,X7R,470nF,35,3.63E-09,805,[4.88535e-07 4.81232e-07 4.82719e-07 4.85437e-07 4.87135e-07 4.86399e-07 4.83436e-07 4.77822e-07 4.67996e-07 4.53593e-07 4.32228e-07 3.98058e-07 3.0589e-07 2.2437e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25 35],4.89E-07,2.24E-07,35,0.459271086,0.000198949,3.25E-07,54882.60416
TDK,CGA4J3X7R1V684K125AB Equiv. C2012X7R1V684K for Auto,X7R,680nF,35,3.63E-09,805,[7.07028e-07 7.19144e-07 7.2038e-07 7.19036e-07 7.16588e-07 7.11351e-07 7.02905e-07 6.8889e-07 6.66103e-07 6.34313e-07 5.89405e-07 5.22212e-07 3.67828e-07 2.56527e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25 35],7.07E-07,2.57E-07,35,0.362824386,0.00025009,4.08E-07,68990.25942
TDK,CGA4J3X7R1V684M125AB Equiv. C2012X7R1V684M for Auto,X7R,680nF,35,3.63E-09,805,[7.07028e-07 7.19144e-07 7.2038e-07 7.19036e-07 7.16588e-07 7.11351e-07 7.02905e-07 6.8889e-07 6.66103e-07 6.34313e-07 5.89405e-07 5.22212e-07 3.67828e-07 2.56527e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25 35],7.07E-07,2.57E-07,35,0.362824386,0.00025009,4.08E-07,68990.25942
TDK,CGA4J3X7R2E103K125AA Equiv. C2012X7R2E103K for Auto,X7R,10nF,250,3.63E-09,805,[1e-08 1.00389e-08 1.00382e-08 1.00628e-08 1.00656e-08 1.0063e-08 1.00265e-08 9.89616e-09 9.7714e-09 9.52782e-09 9.20728e-09 8.64329e-09 8.00896e-09 7.13124e-09 6.09715e-09 5.20412e-09 3.91922e-09 3.05531e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-08,3.06E-09,250,0.305531,0.000158297,5.07E-09,43668.02232
TDK,CGA4J3X7R2E103K125AE Equiv. C2012X7R2E103K for Auto,X7R,10nF,250,3.75E-09,805,[1e-08 1.00389e-08 1.00382e-08 1.00628e-08 1.00656e-08 1.0063e-08 1.00265e-08 9.89616e-09 9.7714e-09 9.52782e-09 9.20728e-09 8.64329e-09 8.00896e-09 7.13124e-09 6.09715e-09 5.20412e-09 3.91922e-09 3.05531e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-08,3.06E-09,250,0.305531,0.000158297,5.07E-09,42212.42157
TDK,CGA4J3X7R2E103M125AA Equiv. C2012X7R2E103M for Auto,X7R,10nF,250,3.63E-09,805,[1e-08 1.00389e-08 1.00382e-08 1.00628e-08 1.00656e-08 1.0063e-08 1.00265e-08 9.89616e-09 9.7714e-09 9.52782e-09 9.20728e-09 8.64329e-09 8.00896e-09 7.13124e-09 6.09715e-09 5.20412e-09 3.91922e-09 3.05531e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-08,3.06E-09,250,0.305531,0.000158297,5.07E-09,43668.02232
TDK,CGA4J3X7R2E103M125AE Equiv. C2012X7R2E103M for Auto,X7R,10nF,250,3.75E-09,805,[1e-08 1.00389e-08 1.00382e-08 1.00628e-08 1.00656e-08 1.0063e-08 1.00265e-08 9.89616e-09 9.7714e-09 9.52782e-09 9.20728e-09 8.64329e-09 8.00896e-09 7.13124e-09 6.09715e-09 5.20412e-09 3.91922e-09 3.05531e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-08,3.06E-09,250,0.305531,0.000158297,5.07E-09,42212.42157
TDK,CGA4J3X7R2E223K125AA Equiv. C2012X7R2E223K for Auto,X7R,22nF,250,3.63E-09,805,[2.2e-08 2.22545e-08 2.22499e-08 2.22727e-08 2.22397e-08 2.21578e-08 2.19175e-08 2.13686e-08 2.07936e-08 1.99825e-08 1.88193e-08 1.70586e-08 1.50495e-08 1.25988e-08 1.01558e-08 8.33454e-09 6.02256e-09 4.62861e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],2.20E-08,4.63E-09,250,0.210391364,0.000266972,8.54E-09,73647.48787
TDK,CGA4J3X7R2E223K125AE Equiv. C2012X7R2E223K for Auto,X7R,22nF,250,3.75E-09,805,[2.2e-08 2.22545e-08 2.22499e-08 2.22727e-08 2.22397e-08 2.21578e-08 2.19175e-08 2.13686e-08 2.07936e-08 1.99825e-08 1.88193e-08 1.70586e-08 1.50495e-08 1.25988e-08 1.01558e-08 8.33454e-09 6.02256e-09 4.62861e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],2.20E-08,4.63E-09,250,0.210391364,0.000266972,8.54E-09,71192.57161
TDK,CGA4J3X7R2E223M125AA Equiv. C2012X7R2E223M for Auto,X7R,22nF,250,3.63E-09,805,[2.2e-08 2.22545e-08 2.22499e-08 2.22727e-08 2.22397e-08 2.21578e-08 2.19175e-08 2.13686e-08 2.07936e-08 1.99825e-08 1.88193e-08 1.70586e-08 1.50495e-08 1.25988e-08 1.01558e-08 8.33454e-09 6.02256e-09 4.62861e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],2.20E-08,4.63E-09,250,0.210391364,0.000266972,8.54E-09,73647.48787
TDK,CGA4J3X7R2E223M125AE Equiv. C2012X7R2E223M for Auto,X7R,22nF,250,3.75E-09,805,[2.2e-08 2.22545e-08 2.22499e-08 2.22727e-08 2.22397e-08 2.21578e-08 2.19175e-08 2.13686e-08 2.07936e-08 1.99825e-08 1.88193e-08 1.70586e-08 1.50495e-08 1.25988e-08 1.01558e-08 8.33454e-09 6.02256e-09 4.62861e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],2.20E-08,4.63E-09,250,0.210391364,0.000266972,8.54E-09,71192.57161
TDK,CGA4J3X7S1A106K125AB Equiv. C2012X7S1A106K for Auto,X7S,10μF,10,3.63E-09,805,[1e-05 9.89289e-06 9.62261e-06 9.34072e-06 8.9614e-06 8.33947e-06 7.61713e-06 6.69466e-06 5.59181e-06 4.50078e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10],1.00E-05,4.50E-06,10,0.450078,0.000326245,6.52E-06,89998.6923
TDK,CGA4J3X7S1A106K125AE Equiv. C2012X7S1A106K for Auto,X7S,10μF,10,3.75E-09,805,[1e-05 9.89289e-06 9.62261e-06 9.34072e-06 8.9614e-06 8.33947e-06 7.61713e-06 6.69466e-06 5.59181e-06 4.50078e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10],1.00E-05,4.50E-06,10,0.450078,0.000326245,6.52E-06,86998.73589
TDK,CGA4J3X7S1A106M125AB Equiv. C2012X7S1A106M for Auto,X7S,10μF,10,3.63E-09,805,[1e-05 9.89289e-06 9.62261e-06 9.34072e-06 8.9614e-06 8.33947e-06 7.61713e-06 6.69466e-06 5.59181e-06 4.50078e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10],1.00E-05,4.50E-06,10,0.450078,0.000326245,6.52E-06,89998.6923
TDK,CGA4J3X7S1A106M125AE Equiv. C2012X7S1A106M for Auto,X7S,10μF,10,3.75E-09,805,[1e-05 9.89289e-06 9.62261e-06 9.34072e-06 8.9614e-06 8.33947e-06 7.61713e-06 6.69466e-06 5.59181e-06 4.50078e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10],1.00E-05,4.50E-06,10,0.450078,0.000326245,6.52E-06,86998.73589
TDK,CGA4J3X7S1A685K125AB Equiv. C2012X7S1A685K for Auto,X7S,6.8μF,10,3.63E-09,805,[6.8e-06 6.77389e-06 6.56289e-06 6.3605e-06 6.09549e-06 5.66816e-06 5.17202e-06 4.53912e-06 3.7865e-06 3.04921e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10],6.80E-06,3.05E-06,10,0.448413235,0.000221401,4.43E-06,61076.23475
TDK,CGA4J3X7S1A685M125AB Equiv. C2012X7S1A685M for Auto,X7S,6.8μF,10,3.63E-09,805,[6.8e-06 6.77389e-06 6.56289e-06 6.3605e-06 6.09549e-06 5.66816e-06 5.17202e-06 4.53912e-06 3.7865e-06 3.04921e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10],6.80E-06,3.05E-06,10,0.448413235,0.000221401,4.43E-06,61076.23475
TDK,CGA4J3X7S2A105K125AB Equiv. C2012X7S2A105K for Auto,X7S,1μF,100,3.63E-09,805,[1e-06 1.03808e-06 1.03624e-06 1.02523e-06 9.93846e-07 9.30835e-07 8.10303e-07 6.26968e-07 5.30639e-07 3.96364e-07 2.99401e-07 2.11705e-07 1.6085e-07 1.22429e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],1.00E-06,1.22E-07,100,0.122429,0.001305274,2.61E-07,360075.5652
TDK,CGA4J3X7S2A105K125AE Equiv. C2012X7S2A105K for Auto,X7S,1μF,100,3.75E-09,805,[1e-06 1.03808e-06 1.03624e-06 1.02523e-06 9.93846e-07 9.30835e-07 8.10303e-07 6.26968e-07 5.30639e-07 3.96364e-07 2.99401e-07 2.11705e-07 1.6085e-07 1.22429e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],1.00E-06,1.22E-07,100,0.122429,0.001305274,2.61E-07,348073.0463
TDK,CGA4J3X7S2A105M125AB Equiv. C2012X7S2A105M for Auto,X7S,1μF,100,3.63E-09,805,[1e-06 1.03808e-06 1.03624e-06 1.02523e-06 9.93846e-07 9.30835e-07 8.10303e-07 6.26968e-07 5.30639e-07 3.96364e-07 2.99401e-07 2.11705e-07 1.6085e-07 1.22429e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],1.00E-06,1.22E-07,100,0.122429,0.001305274,2.61E-07,360075.5652
TDK,CGA4J3X7S2A105M125AE Equiv. C2012X7S2A105M for Auto,X7S,1μF,100,3.75E-09,805,[1e-06 1.03808e-06 1.03624e-06 1.02523e-06 9.93846e-07 9.30835e-07 8.10303e-07 6.26968e-07 5.30639e-07 3.96364e-07 2.99401e-07 2.11705e-07 1.6085e-07 1.22429e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],1.00E-06,1.22E-07,100,0.122429,0.001305274,2.61E-07,348073.0463
TDK,CGA4J3X7S2A334K125AB Equiv. C2012X7S2A334K for Auto,X7S,330nF,100,3.63E-09,805,[3.3e-07 3.39881e-07 3.37645e-07 3.32711e-07 3.22483e-07 3.02827e-07 2.65819e-07 2.08147e-07 1.78005e-07 1.35433e-07 1.03357e-07 7.44556e-08 5.67932e-08 4.32204e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],3.30E-07,4.32E-08,100,0.130970909,0.000448113,8.96E-08,123617.5115
TDK,CGA4J3X7S2A334M125AB Equiv. C2012X7S2A334M for Auto,X7S,330nF,100,3.63E-09,805,[3.3e-07 3.39881e-07 3.37645e-07 3.32711e-07 3.22483e-07 3.02827e-07 2.65819e-07 2.08147e-07 1.78005e-07 1.35433e-07 1.03357e-07 7.44556e-08 5.67932e-08 4.32204e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],3.30E-07,4.32E-08,100,0.130970909,0.000448113,8.96E-08,123617.5115
TDK,CGA4J3X7S2A474K125AB Equiv. C2012X7S2A474K for Auto,X7S,470nF,100,3.63E-09,805,[4.7e-07 4.68128e-07 4.65862e-07 4.60168e-07 4.47154e-07 4.21998e-07 3.74138e-07 2.9921e-07 2.55596e-07 1.94726e-07 1.4907e-07 1.06194e-07 8.03126e-08 6.07526e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],4.70E-07,6.08E-08,100,0.129260851,0.000638301,1.28E-07,176083.1488
TDK,CGA4J3X7S2A474K125AE Equiv. C2012X7S2A474K for Auto,X7S,470nF,100,3.75E-09,805,[4.7e-07 4.68128e-07 4.65862e-07 4.60168e-07 4.47154e-07 4.21998e-07 3.74138e-07 2.9921e-07 2.55596e-07 1.94726e-07 1.4907e-07 1.06194e-07 8.03126e-08 6.07526e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],4.70E-07,6.08E-08,100,0.129260851,0.000638301,1.28E-07,170213.7105
TDK,CGA4J3X7S2A474M125AB Equiv. C2012X7S2A474M for Auto,X7S,470nF,100,3.63E-09,805,[4.7e-07 4.68128e-07 4.65862e-07 4.60168e-07 4.47154e-07 4.21998e-07 3.74138e-07 2.9921e-07 2.55596e-07 1.94726e-07 1.4907e-07 1.06194e-07 8.03126e-08 6.07526e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],4.70E-07,6.08E-08,100,0.129260851,0.000638301,1.28E-07,176083.1488
TDK,CGA4J3X7S2A474M125AE Equiv. C2012X7S2A474M for Auto,X7S,470nF,100,3.75E-09,805,[4.7e-07 4.68128e-07 4.65862e-07 4.60168e-07 4.47154e-07 4.21998e-07 3.74138e-07 2.9921e-07 2.55596e-07 1.94726e-07 1.4907e-07 1.06194e-07 8.03126e-08 6.07526e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],4.70E-07,6.08E-08,100,0.129260851,0.000638301,1.28E-07,170213.7105
TDK,CGA4J3X7S2A684K125AB Equiv. C2012X7S2A684K for Auto,X7S,680nF,100,3.63E-09,805,[6.8e-07 6.96296e-07 6.92967e-07 6.8302e-07 6.59276e-07 6.12804e-07 5.243e-07 4.01724e-07 3.39443e-07 2.52595e-07 1.9015e-07 1.36509e-07 1.04203e-07 7.97309e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],6.80E-07,7.97E-08,100,0.117251324,0.000839882,1.68E-07,231691.6836
TDK,CGA4J3X7S2A684M125AB Equiv. C2012X7S2A684M for Auto,X7S,680nF,100,3.63E-09,805,[6.8e-07 6.96296e-07 6.92967e-07 6.8302e-07 6.59276e-07 6.12804e-07 5.243e-07 4.01724e-07 3.39443e-07 2.52595e-07 1.9015e-07 1.36509e-07 1.04203e-07 7.97309e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],6.80E-07,7.97E-08,100,0.117251324,0.000839882,1.68E-07,231691.6836
TDK,CGA4J3X7T2E104K125AA Equiv. C2012X7T2E104K for Auto,X7T,100nF,250,3.63E-09,805,[1e-07 1.01592e-07 1.01583e-07 1.01609e-07 1.01259e-07 1.00275e-07 9.7846e-08 9.25562e-08 8.875e-08 8.19373e-08 7.49154e-08 6.55272e-08 5.74657e-08 4.90718e-08 4.13474e-08 3.56509e-08 2.80654e-08 2.31872e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-07,2.32E-08,250,0.231872,0.001147949,3.67E-08,316675.5143
TDK,CGA4J3X7T2E104K125AE Equiv. C2012X7T2E104K for Auto,X7T,100nF,250,3.75E-09,805,[1e-07 1.01592e-07 1.01583e-07 1.01609e-07 1.01259e-07 1.00275e-07 9.7846e-08 9.25562e-08 8.875e-08 8.19373e-08 7.49154e-08 6.55272e-08 5.74657e-08 4.90718e-08 4.13474e-08 3.56509e-08 2.80654e-08 2.31872e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-07,2.32E-08,250,0.231872,0.001147949,3.67E-08,306119.6639
TDK,CGA4J3X7T2E104M125AA Equiv. C2012X7T2E104M for Auto,X7T,100nF,250,3.63E-09,805,[1e-07 1.01592e-07 1.01583e-07 1.01609e-07 1.01259e-07 1.00275e-07 9.7846e-08 9.25562e-08 8.875e-08 8.19373e-08 7.49154e-08 6.55272e-08 5.74657e-08 4.90718e-08 4.13474e-08 3.56509e-08 2.80654e-08 2.31872e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-07,2.32E-08,250,0.231872,0.001147949,3.67E-08,316675.5143
TDK,CGA4J3X7T2E104M125AE Equiv. C2012X7T2E104M for Auto,X7T,100nF,250,3.75E-09,805,[1e-07 1.01592e-07 1.01583e-07 1.01609e-07 1.01259e-07 1.00275e-07 9.7846e-08 9.25562e-08 8.875e-08 8.19373e-08 7.49154e-08 6.55272e-08 5.74657e-08 4.90718e-08 4.13474e-08 3.56509e-08 2.80654e-08 2.31872e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-07,2.32E-08,250,0.231872,0.001147949,3.67E-08,306119.6639
TDK,CGA4J3X7T2E473K125AE Equiv. C2012X7T2E473K for Auto,X7T,47nF,250,3.75E-09,805,[4.7e-08 4.75956e-08 4.75242e-08 4.75529e-08 4.74937e-08 4.7339e-08 4.68841e-08 4.57965e-08 4.48535e-08 4.31288e-08 4.10609e-08 3.7977e-08 3.48377e-08 3.10483e-08 2.71006e-08 2.38958e-08 1.93079e-08 1.61549e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],4.70E-08,1.62E-08,250,0.343721277,0.000741093,2.37E-08,197624.809
TDK,CGA4J3X7T2E473M125AE Equiv. C2012X7T2E473M for Auto,X7T,47nF,250,3.75E-09,805,[4.7e-08 4.75956e-08 4.75242e-08 4.75529e-08 4.74937e-08 4.7339e-08 4.68841e-08 4.57965e-08 4.48535e-08 4.31288e-08 4.10609e-08 3.7977e-08 3.48377e-08 3.10483e-08 2.71006e-08 2.38958e-08 1.93079e-08 1.61549e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],4.70E-08,1.62E-08,250,0.343721277,0.000741093,2.37E-08,197624.809
TDK,CGA4J3X8L1E155K125AB Equiv. C2012X8L1E155K for Auto,X8L,1.5μF,25,3.63E-09,805,[1.5e-06 1.52788e-06 1.52899e-06 1.5228e-06 1.51247e-06 1.49232e-06 1.46307e-06 1.41869e-06 1.35264e-06 1.26839e-06 1.15923e-06 1.00886e-06 6.88003e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],1.50E-06,6.88E-07,25,0.458668667,0.000310137,9.92E-07,85554.90544
TDK,CGA4J3X8L1E225K125AB Equiv. C2012X8L1E225K for Auto,X8L,2.2μF,25,3.63E-09,805,[2.2e-06 2.23812e-06 2.23361e-06 2.22291e-06 2.20721e-06 2.17584e-06 2.13127e-06 2.06526e-06 1.95741e-06 1.82928e-06 1.66344e-06 1.43473e-06 9.56084e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],2.20E-06,9.56E-07,25,0.434583636,0.000441425,1.41E-06,121772.3783
TDK,CGA4J3X8R1C105K125AB Equiv. C2012X8R1C105K for Auto,X8R,1μF,16,3.63E-09,805,[1e-06 1.01058e-06 1.01065e-06 1.00787e-06 1.00314e-06 9.93728e-07 9.80527e-07 9.60449e-07 9.28338e-07 8.83964e-07 8.23158e-07 7.34891e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],1.00E-06,7.35E-07,16,0.734891,0.000110193,8.61E-07,30398.12941
TDK,CGA4J3X8R1C105K125AD Equiv. C2012X8R1C105K for Auto,X8R,1μF,16,3.75E-09,805,[1e-06 1.01058e-06 1.01065e-06 1.00787e-06 1.00314e-06 9.93728e-07 9.80527e-07 9.60449e-07 9.28338e-07 8.83964e-07 8.23158e-07 7.34891e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],1.00E-06,7.35E-07,16,0.734891,0.000110193,8.61E-07,29384.85843
TDK,CGA4J3X8R1C105K125AE Equiv. C2012X8R1C105K for Auto,X8R,1μF,16,3.75E-09,805,[1e-06 1.01058e-06 1.01065e-06 1.00787e-06 1.00314e-06 9.93728e-07 9.80527e-07 9.60449e-07 9.28338e-07 8.83964e-07 8.23158e-07 7.34891e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],1.00E-06,7.35E-07,16,0.734891,0.000110193,8.61E-07,29384.85843
TDK,CGA4J3X8R1C105M125AB Equiv. C2012X8R1C105M for Auto,X8R,1μF,16,3.63E-09,805,[1e-06 1.01058e-06 1.01065e-06 1.00787e-06 1.00314e-06 9.93728e-07 9.80527e-07 9.60449e-07 9.28338e-07 8.83964e-07 8.23158e-07 7.34891e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],1.00E-06,7.35E-07,16,0.734891,0.000110193,8.61E-07,30398.12941
TDK,CGA4J3X8R1C105M125AD Equiv. C2012X8R1C105M for Auto,X8R,1μF,16,3.75E-09,805,[1e-06 1.01058e-06 1.01065e-06 1.00787e-06 1.00314e-06 9.93728e-07 9.80527e-07 9.60449e-07 9.28338e-07 8.83964e-07 8.23158e-07 7.34891e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],1.00E-06,7.35E-07,16,0.734891,0.000110193,8.61E-07,29384.85843
TDK,CGA4J3X8R1C105M125AE Equiv. C2012X8R1C105M for Auto,X8R,1μF,16,3.75E-09,805,[1e-06 1.01058e-06 1.01065e-06 1.00787e-06 1.00314e-06 9.93728e-07 9.80527e-07 9.60449e-07 9.28338e-07 8.83964e-07 8.23158e-07 7.34891e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],1.00E-06,7.35E-07,16,0.734891,0.000110193,8.61E-07,29384.85843
TDK,CGA4J3X8R1C684K125AB Equiv. C2012X8R1C684K for Auto,X8R,680nF,16,3.63E-09,805,[6.8e-07 6.87839e-07 6.87903e-07 6.86025e-07 6.82823e-07 6.76432e-07 6.67377e-07 6.53892e-07 6.32398e-07 6.0253e-07 5.61531e-07 5.02016e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],6.80E-07,5.02E-07,16,0.738258824,7.51E-05,5.87E-07,20724.77586
TDK,CGA4J3X8R1C684K125AD Equiv. C2012X8R1C684K for Auto,X8R,680nF,16,3.75E-09,805,[6.8e-07 6.87839e-07 6.87903e-07 6.86025e-07 6.82823e-07 6.76432e-07 6.67377e-07 6.53892e-07 6.32398e-07 6.0253e-07 5.61531e-07 5.02016e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],6.80E-07,5.02E-07,16,0.738258824,7.51E-05,5.87E-07,20033.94999
TDK,CGA4J3X8R1C684K125AE Equiv. C2012X8R1C684K for Auto,X8R,680nF,16,3.75E-09,805,[6.8e-07 6.87839e-07 6.87903e-07 6.86025e-07 6.82823e-07 6.76432e-07 6.67377e-07 6.53892e-07 6.32398e-07 6.0253e-07 5.61531e-07 5.02016e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],6.80E-07,5.02E-07,16,0.738258824,7.51E-05,5.87E-07,20033.94999
TDK,CGA4J3X8R1C684M125AB Equiv. C2012X8R1C684M for Auto,X8R,680nF,16,3.63E-09,805,[6.8e-07 6.87839e-07 6.87903e-07 6.86025e-07 6.82823e-07 6.76432e-07 6.67377e-07 6.53892e-07 6.32398e-07 6.0253e-07 5.61531e-07 5.02016e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],6.80E-07,5.02E-07,16,0.738258824,7.51E-05,5.87E-07,20724.77586
TDK,CGA4J3X8R1C684M125AD Equiv. C2012X8R1C684M for Auto,X8R,680nF,16,3.75E-09,805,[6.8e-07 6.87839e-07 6.87903e-07 6.86025e-07 6.82823e-07 6.76432e-07 6.67377e-07 6.53892e-07 6.32398e-07 6.0253e-07 5.61531e-07 5.02016e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],6.80E-07,5.02E-07,16,0.738258824,7.51E-05,5.87E-07,20033.94999
TDK,CGA4J3X8R1C684M125AE Equiv. C2012X8R1C684M for Auto,X8R,680nF,16,3.75E-09,805,[6.8e-07 6.87839e-07 6.87903e-07 6.86025e-07 6.82823e-07 6.76432e-07 6.67377e-07 6.53892e-07 6.32398e-07 6.0253e-07 5.61531e-07 5.02016e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],6.80E-07,5.02E-07,16,0.738258824,7.51E-05,5.87E-07,20033.94999
TDK,CGA4J3X8R1E474K125AB Equiv. C2012X8R1E474K for Auto,X8R,470nF,25,3.63E-09,805,[4.7e-07 4.76613e-07 4.78074e-07 4.77905e-07 4.77243e-07 4.7553e-07 4.72716e-07 4.68271e-07 4.60625e-07 4.49274e-07 4.32875e-07 4.06977e-07 3.37613e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],4.70E-07,3.38E-07,25,0.718325532,0.000124729,3.99E-07,34407.98262
TDK,CGA4J3X8R1E474K125AD Equiv. C2012X8R1E474K for Auto,X8R,470nF,25,3.75E-09,805,[4.7e-07 4.76613e-07 4.78074e-07 4.77905e-07 4.77243e-07 4.7553e-07 4.72716e-07 4.68271e-07 4.60625e-07 4.49274e-07 4.32875e-07 4.06977e-07 3.37613e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],4.70E-07,3.38E-07,25,0.718325532,0.000124729,3.99E-07,33261.04987
TDK,CGA4J3X8R1E474K125AE Equiv. C2012X8R1E474K for Auto,X8R,470nF,25,3.75E-09,805,[4.7e-07 4.76613e-07 4.78074e-07 4.77905e-07 4.77243e-07 4.7553e-07 4.72716e-07 4.68271e-07 4.60625e-07 4.49274e-07 4.32875e-07 4.06977e-07 3.37613e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],4.70E-07,3.38E-07,25,0.718325532,0.000124729,3.99E-07,33261.04987
TDK,CGA4J3X8R1E474M125AB Equiv. C2012X8R1E474M for Auto,X8R,470nF,25,3.63E-09,805,[4.7e-07 4.76613e-07 4.78074e-07 4.77905e-07 4.77243e-07 4.7553e-07 4.72716e-07 4.68271e-07 4.60625e-07 4.49274e-07 4.32875e-07 4.06977e-07 3.37613e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],4.70E-07,3.38E-07,25,0.718325532,0.000124729,3.99E-07,34407.98262
TDK,CGA4J3X8R1E474M125AD Equiv. C2012X8R1E474M for Auto,X8R,470nF,25,3.75E-09,805,[4.7e-07 4.76613e-07 4.78074e-07 4.77905e-07 4.77243e-07 4.7553e-07 4.72716e-07 4.68271e-07 4.60625e-07 4.49274e-07 4.32875e-07 4.06977e-07 3.37613e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],4.70E-07,3.38E-07,25,0.718325532,0.000124729,3.99E-07,33261.04987
TDK,CGA4J3X8R1E474M125AE Equiv. C2012X8R1E474M for Auto,X8R,470nF,25,3.75E-09,805,[4.7e-07 4.76613e-07 4.78074e-07 4.77905e-07 4.77243e-07 4.7553e-07 4.72716e-07 4.68271e-07 4.60625e-07 4.49274e-07 4.32875e-07 4.06977e-07 3.37613e-07],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],4.70E-07,3.38E-07,25,0.718325532,0.000124729,3.99E-07,33261.04987
